ticker,name,current_price,high_5y,low_5y,position_pct,cagr_3y
206650,유바이오로직스,15180.0,61500.0,6260.0,16.15,27.76
259960,크래프톤,226000.0,580000.0,145900.0,18.45,11.81
028300,HLB,49000.0,129000.0,25471.0,22.73,15.32
328130,루닛,38800.0,134942.0,9124.0,23.59,27.75
